ApsimVersion = 7.9
Title = Miscanthus
     dd/mm/yyyy           year MiscanthusBiomass  MiscanthusLAI
     13/04/2014           2014             32.18          0.220
     14/04/2014           2014             33.82          0.241
     15/04/2014           2014             34.92          0.229
     16/04/2014           2014             33.04          0.187
     17/04/2014           2014             32.35          0.165
     18/04/2014           2014             33.30          0.210
     19/04/2014           2014             38.24          0.265
     20/04/2014           2014             44.81          0.295
     21/04/2014           2014             50.53          0.375
     22/04/2014           2014             54.91          0.433
     23/04/2014           2014             64.20          0.459
     24/04/2014           2014             73.13          0.423
     25/04/2014           2014             75.12          0.479
     26/04/2014           2014             81.77          0.537
     27/04/2014           2014             88.82          0.579
     28/04/2014           2014             93.62          0.617
     29/04/2014           2014             96.46          0.652
     30/04/2014           2014            101.80          0.707
     01/05/2014           2014            104.07          0.729
     02/05/2014           2014            105.59          0.738
     03/05/2014           2014            107.93          0.757
     04/05/2014           2014            114.57          0.814
     05/05/2014           2014            119.61          0.857
     06/05/2014           2014            124.46          0.904
     07/05/2014           2014            129.59          0.959
     08/05/2014           2014            134.08          1.015
     09/05/2014           2014            143.52          1.134
     10/05/2014           2014            152.30          1.245
     11/05/2014           2014            179.66          1.589
     12/05/2014           2014            205.94          1.920
     13/05/2014           2014            229.61          2.218
     14/05/2014           2014            243.62          2.395
     15/05/2014           2014            250.43          2.480
     16/05/2014           2014            267.28          2.608
     17/05/2014           2014            286.04          2.694
     18/05/2014           2014            316.02          2.868
     19/05/2014           2014            366.60          3.173
     20/05/2014           2014            411.39          3.566
     21/05/2014           2014            445.11          3.990
     22/05/2014           2014            471.15          4.318
     23/05/2014           2014            501.96          4.706
     24/05/2014           2014            541.40          5.001
     25/05/2014           2014            574.07          5.264
     26/05/2014           2014            608.11          5.574
     27/05/2014           2014            633.99          5.874
     28/05/2014           2014            659.60          6.191
     29/05/2014           2014            678.00          6.423
     30/05/2014           2014            698.70          6.683
     31/05/2014           2014            724.94          6.938
     01/06/2014           2014            749.16          7.170
     02/06/2014           2014            768.77          7.385
     03/06/2014           2014            779.45          7.519
     04/06/2014           2014            803.39          7.749
     05/06/2014           2014            826.16          7.954
     06/06/2014           2014            847.91          8.122
     07/06/2014           2014            867.53          7.892
     08/06/2014           2014            857.28          8.079
     09/06/2014           2014            872.19          7.997
     10/06/2014           2014            869.81          8.182
     11/06/2014           2014            874.36          7.669
     12/06/2014           2014            855.83          7.876
     13/06/2014           2014            868.01          8.073
     14/06/2014           2014            890.74          8.002
     15/06/2014           2014            899.92          8.141
     16/06/2014           2014            915.80          7.854
     17/06/2014           2014            909.46          8.067
     18/06/2014           2014            924.61          8.044
     19/06/2014           2014            923.82          8.078
     20/06/2014           2014            926.22          7.994
     21/06/2014           2014            922.85          8.178
     22/06/2014           2014            938.82          7.761
     23/06/2014           2014            919.56          7.941
     24/06/2014           2014            931.65          8.117
     25/06/2014           2014            941.79          7.869
     26/06/2014           2014            934.63          8.039
     27/06/2014           2014            952.74          8.061
     28/06/2014           2014            965.87          8.015
     29/06/2014           2014            964.84          8.121
     30/06/2014           2014            978.53          7.884
     01/07/2014           2014            964.44          8.035
     02/07/2014           2014            980.69          8.069
     03/07/2014           2014            987.64          7.972
     04/07/2014           2014            990.57          8.083
     05/07/2014           2014           1011.53          7.918
     06/07/2014           2014           1015.94          8.024
     07/07/2014           2014           1028.82          8.075
     08/07/2014           2014           1036.22          7.974
     09/07/2014           2014           1039.25          8.114
     10/07/2014           2014           1056.72          7.866
     11/07/2014           2014           1055.00          7.974
     12/07/2014           2014           1070.58          8.074
     13/07/2014           2014           1076.54          7.859
     14/07/2014           2014           1077.14          7.917
     15/07/2014           2014           1088.71          7.967
     16/07/2014           2014           1107.85          8.040
     17/07/2014           2014           1127.96          7.988
     18/07/2014           2014           1141.51          8.069
     19/07/2014           2014           1161.36          7.923
     20/07/2014           2014           1169.95          8.009
     21/07/2014           2014           1190.31          8.062
     22/07/2014           2014           1216.39          7.967
     23/07/2014           2014           1232.34          8.075
     24/07/2014           2014           1256.45          7.928
     25/07/2014           2014           1272.91          8.048
     26/07/2014           2014           1295.58          7.985
     27/07/2014           2014           1299.29          8.037
     28/07/2014           2014           1326.76          8.025
     29/07/2014           2014           1355.38          8.081
     30/07/2014           2014           1383.71          7.948
     31/07/2014           2014           1402.90          8.087
     01/08/2014           2014           1441.91          7.959
     02/08/2014           2014           1459.72          8.096
     03/08/2014           2014           1503.06          7.956
     04/08/2014           2014           1530.44          8.136
     05/08/2014           2014           1574.34          7.867
     06/08/2014           2014           1576.05          7.979
     07/08/2014           2014           1606.95          8.106
     08/08/2014           2014           1649.03          7.922
     09/08/2014           2014           1682.65          8.129
     10/08/2014           2014           1723.24          7.871
     11/08/2014           2014           1718.30          7.950
     12/08/2014           2014           1747.40          8.070
     13/08/2014           2014           1766.02          7.916
     14/08/2014           2014           1819.39          8.170
     15/08/2014           2014           1883.62          7.862
     16/08/2014           2014           1909.55          8.095
     17/08/2014           2014           1930.86          7.881
     18/08/2014           2014           1942.95          8.003
     19/08/2014           2014           1984.35          8.158
     20/08/2014           2014           2023.99          7.795
     21/08/2014           2014           2044.28          7.993
     22/08/2014           2014           2081.06          8.144
     23/08/2014           2014           2117.40          7.814
     24/08/2014           2014           2127.15          7.814
     25/08/2014           2014           2124.36          7.814
     26/08/2014           2014           2124.08          7.814
     27/08/2014           2014           2124.05          7.814
     28/08/2014           2014           2124.05          7.814
     29/08/2014           2014           2124.05          7.814
     30/08/2014           2014           2124.05          7.814
     31/08/2014           2014           2124.05          7.814
     01/09/2014           2014           2124.05          7.814
     02/09/2014           2014           2124.05          7.814
     03/09/2014           2014           2124.05          7.814
     04/09/2014           2014           2124.05          7.814
     05/09/2014           2014           2124.05          7.814
     06/09/2014           2014           2124.05          7.814
     07/09/2014           2014           2124.05          7.814
     08/09/2014           2014           2124.05          7.814
     09/09/2014           2014           2124.05          7.814
     10/09/2014           2014           2124.05          7.814
     11/09/2014           2014           2124.05          7.814
     12/09/2014           2014           2124.05          7.814
     13/09/2014           2014           2124.05          7.814
     14/09/2014           2014           2124.05          7.814
     15/09/2014           2014           2124.05          7.814
     16/09/2014           2014           2124.05          7.814
     17/09/2014           2014           2124.05          7.814
     18/09/2014           2014           2124.05          7.814
     19/09/2014           2014           2124.05          7.814
     20/09/2014           2014           2124.05          7.814
     21/09/2014           2014           2124.05          7.814
     22/09/2014           2014           2124.05          7.814
     23/09/2014           2014           2124.05          7.814
     24/09/2014           2014           2124.05          7.814
     25/09/2014           2014           2124.05          7.814
     26/09/2014           2014           2124.05          7.814
     27/09/2014           2014           2124.05          7.814
     28/09/2014           2014           2124.05          7.814
     29/09/2014           2014           2124.05          7.814
     30/09/2014           2014           2124.05          7.814
     01/10/2014           2014           2124.05          7.814
     02/10/2014           2014           2124.05          7.814
     03/10/2014           2014           2124.05          7.814
     04/10/2014           2014           2124.05          7.814
     05/10/2014           2014           2124.05          7.814
     06/10/2014           2014           2124.05          7.814
     07/10/2014           2014           2124.05          7.814
     08/10/2014           2014           2124.05          7.814
     09/10/2014           2014           2124.05          7.814
     10/10/2014           2014           2124.05          7.814
     11/10/2014           2014           2124.05          7.814
     12/10/2014           2014           2124.05          7.580
     13/10/2014           2014           2110.13          7.580
     14/10/2014           2014           2108.73          7.580
     15/10/2014           2014           2108.59          7.580
     16/10/2014           2014           2108.58          7.580
     17/10/2014           2014           2108.58          7.580
     18/10/2014           2014           2108.58          7.580
     19/10/2014           2014           2108.58          7.580
     20/10/2014           2014           2108.58          6.898
     21/10/2014           2014           2060.29          6.898
     22/10/2014           2014           2055.47          6.898
     23/10/2014           2014           2054.85          5.980
     24/10/2014           2014           1980.82          5.239
     25/10/2014           2014           1910.78          5.239
     26/10/2014           2014           1903.78          5.239
     27/10/2014           2014           1903.08          5.134
     28/10/2014           2014           1894.34          5.134
     29/10/2014           2014              0.00          0.000
     30/10/2014           2014              0.00          0.000
     31/10/2014           2014              0.00          0.000
     01/11/2014           2014              0.00          0.000
     02/11/2014           2014              0.00          0.000
     03/11/2014           2014              0.00          0.000
     04/11/2014           2014              0.00          0.000
     05/11/2014           2014              0.00          0.000
     06/11/2014           2014              0.00          0.000
     07/11/2014           2014              0.00          0.000
     08/11/2014           2014              0.00          0.000
     09/11/2014           2014              0.00          0.000
     10/11/2014           2014              0.00          0.000
     11/11/2014           2014              0.00          0.000
     12/11/2014           2014              0.00          0.000
     13/11/2014           2014              0.00          0.000
     14/11/2014           2014              0.00          0.000
     15/11/2014           2014              0.00          0.000
     16/11/2014           2014              0.00          0.000
     17/11/2014           2014              0.00          0.000
     18/11/2014           2014              0.00          0.000
     19/11/2014           2014              0.00          0.000
     20/11/2014           2014              0.00          0.000
     21/11/2014           2014              0.00          0.000
     22/11/2014           2014              0.00          0.000
     23/11/2014           2014              0.00          0.000
     24/11/2014           2014              0.00          0.000
     25/11/2014           2014              0.00          0.000
     26/11/2014           2014              0.00          0.000
     27/11/2014           2014              0.00          0.000
     28/11/2014           2014              0.00          0.000
     29/11/2014           2014              0.00          0.000
     30/11/2014           2014              0.00          0.000
     01/12/2014           2014              0.00          0.000
     02/12/2014           2014              0.00          0.000
     03/12/2014           2014              0.00          0.000
     04/12/2014           2014              0.00          0.000
     05/12/2014           2014              0.00          0.000
     06/12/2014           2014              0.00          0.000
     07/12/2014           2014              0.00          0.000
     08/12/2014           2014              0.00          0.000
     09/12/2014           2014              0.00          0.000
     10/12/2014           2014              0.00          0.000
     11/12/2014           2014              0.00          0.000
     12/12/2014           2014              0.00          0.000
     13/12/2014           2014              0.00          0.000
     14/12/2014           2014              0.00          0.000
     15/12/2014           2014              0.00          0.000
     16/12/2014           2014              0.00          0.000
     17/12/2014           2014              0.00          0.000
     18/12/2014           2014              0.00          0.000
     19/12/2014           2014              0.00          0.000
     20/12/2014           2014              0.00          0.000
     21/12/2014           2014              0.00          0.000
     22/12/2014           2014              0.00          0.000
     23/12/2014           2014              0.00          0.000
     24/12/2014           2014              0.00          0.000
     25/12/2014           2014              0.00          0.000
     26/12/2014           2014              0.00          0.000
     27/12/2014           2014              0.00          0.000
     28/12/2014           2014              0.00          0.000
     29/12/2014           2014              0.00          0.000
     30/12/2014           2014              0.00          0.000
     31/12/2014           2014              0.00          0.000
